linkStart,linkEnd,capacity
R3752,R1426,3030
R3752,R3973,3030
R3333,R2898,3030
R3333,R2449,3030
R3748,R2342,3030
R4271,R2550,3030
R1121,R2774,3030
R1956,R1611,3030
R1348,R3241,3030
R1956,R2944,3030
R1956,R1804,3030
R1956,R3286,3030
R1804,R1611,3030
R1804,R2944,3030
R1804,R1956,3030
R1804,R3286,3030
R1196,R1825,3030
R1196,R3129,3030
R3286,R1956,3030
R3286,R1804,3030
R3952,R4030,3030
R3952,R2238,3030
R1348,R3418,3030
R1895,R3974,3030
R1121,R1895,3030
R1895,R1121,3030
R2774,R3974,3030
R2774,R1121,3030
R1890,R3974,3030
R1418,R3974,3030
R1418,R1121,3030
R3974,R2550,3030
R3974,R2313,3030
R3974,R1895,3030
R3974,R2774,3030
R3974,R1890,3030
R3974,R1418,3030
R1121,R2550,3030
R1121,R2313,3030
R1521,R1265,3030
R4364,R1267,3030
R2474,R3241,3030
R1983,R3418,3030
R3145,R1983,3030
R1188,R2800,3030
R1188,R3380,3030
R1188,R1466,3030
R1445,R2800,3030
R1445,R3380,3030
R1445,R1466,3030
R3380,R1188,3030
R3380,R1445,3030
R1466,R1188,3030
R1466,R1445,3030
R2709,R3341,3030
R2709,R2012,3030
R1141,R3341,3030
R1141,R2012,3030
R2547,R4183,3030
R2547,R1452,3030
R3145,R1462,3030
R1983,R3241,3030
R2399,R2387,3030
R1983,R3145,3030
R3037,R2205,3030
R3037,R3758,3030
R3905,R3940,3030
R3905,R2941,3030
R2507,R3241,3030
R2507,R3418,3030
R1575,R1743,3030
R1575,R1176,3030
R2413,R1743,3030
R2413,R1176,3030
R2969,R1743,3030
R2969,R1176,3030
R1460,R1743,3030
R1460,R1176,3030
R1462,R3145,3030
R1462,R3241,3030
R1462,R3418,3030
R2547,R4105,3030
R2547,R1217,3030
R2547,R1482,3030
R2547,R1373,3030
R1743,R4199,3030
R1743,R1350,3030
R1743,R2842,3030
R1743,R1663,3030
R1743,R3953,3030
R1743,R2521,3030
R1743,R3467,3030
R1743,R3460,3030
R1743,R2917,3030
R1743,R2529,3030
R1743,R3379,3030
R1743,R1164,3030
R1743,R4009,3030
R1743,R2001,3030
R1743,R2308,3030
R1743,R3060,3030
R1743,R2064,3030
R1743,R1484,3030
R1743,R3994,3030
R3490,R3114,3030
R3490,R1452,3030
R2547,R1593,3030
R2547,R2070,3030
R2547,R2314,3030
R2547,R3786,3030
R2547,R3883,3030
R2547,R3114,3030
R3490,R4183,3030
R3490,R4105,3030
R3490,R3883,3030
R3490,R1217,3030
R3490,R1482,3030
R3490,R1373,3030
R3490,R1593,3030
R3490,R2070,3030
R3490,R2314,3030
R3490,R3786,3030
R3758,R3037,3030
R3758,R2862,3030
R2205,R3037,3030
R2001,R1743,3030
R1134,R2111,3030
R1134,R2498,3030
R1623,R3241,3030
R1623,R3418,3030
R2800,R1188,3030
R2800,R1445,3030
R4155,R2238,3030
R4155,R4030,3030
R1931,R4322,3030
R1931,R1365,3030
R2529,R1743,3030
R2529,R1176,3030
R3379,R1743,3030
R3379,R1176,3030
R1164,R1743,3030
R1164,R1176,3030
R4009,R1743,3030
R3505,R2498,3030
R3505,R2111,3030
R2533,R2498,3030
R2111,R2533,3030
R3533,R3748,3030
R3533,R3254,3030
R2917,R1743,3030
R2917,R1176,3030
R2111,R2549,3030
R2111,R3341,3030
R2111,R2012,3030
R2111,R3505,3030
R2533,R2111,3030
R2111,R1134,3030
R2498,R2549,3030
R2498,R3341,3030
R2498,R2012,3030
R2498,R2533,3030
R2498,R3505,3030
R2498,R1134,3030
R4009,R1176,3030
R2001,R1176,3030
R2205,R2862,3030
R2308,R1743,3030
R3238,R1176,3030
R4322,R1931,3030
R4322,R3939,3030
R4322,R4122,3030
R4322,R2431,3030
R1365,R1931,3030
R1365,R3939,3030
R1365,R4122,3030
R1365,R2431,3030
R3939,R4322,3030
R3939,R1365,3030
R4122,R4322,3030
R4122,R1365,3030
R2431,R4322,3030
R2431,R1365,3030
R2862,R2205,3030
R2862,R3758,3030
R3238,R1743,3030
R3303,R1176,3030
R3303,R1743,3030
R2974,R1743,3030
R2308,R1176,3030
R3060,R1743,3030
R3060,R1176,3030
R2064,R1743,3030
R2064,R1176,3030
R1836,R1743,3030
R1836,R1176,3030
R2974,R1176,3030
R1819,R1176,3030
R1601,R1743,3030
R1601,R1176,3030
R1837,R1743,3030
R1837,R1176,3030
R3801,R1743,3030
R3801,R1176,3030
R1819,R1743,3030
R1743,R1836,3030
R1743,R2974,3030
R1743,R1601,3030
R1854,R1187,3030
R2287,R4300,3030
R1539,R4187,3030
R1539,R2287,3030
R1539,R4366,3030
R1539,R4275,3030
R1539,R3632,3030
R1539,R2267,3030
R1539,R2701,3030
R2783,R3247,3030
R1187,R1854,3030
R4366,R1539,3030
R4366,R4300,3030
R4275,R1539,3030
R4275,R4300,3030
R3632,R1539,3030
R3632,R4300,3030
R2267,R1539,3030
R2287,R1539,3030
R4187,R4300,3030
R4187,R1539,3030
R3896,R1437,3030
R3082,R1176,3030
R3713,R1743,3030
R3713,R1176,3030
R1087,R1743,3030
R1087,R1176,3030
R2950,R2118,3030
R3161,R4302,3030
R1437,R3896,3030
R3247,R2513,3030
R1728,R1743,3030
R1728,R3031,3030
R3031,R1176,3030
R3031,R1728,3030
R2167,R1809,3030
R3313,R4302,3030
R3247,R2783,3030
R2267,R4300,3030
R1854,R2513,3030
R3845,R1176,3030
R4198,R4302,3030
R4338,R1426,3030
R1416,R2449,3030
R1416,R2898,3030
R2885,R2401,3030
R2885,R4080,3030
R3815,R3341,3030
R3815,R2012,3030
R2144,R3341,3030
R2144,R2012,3030
R3049,R1900,3030
R3049,R3258,3030
R1491,R2449,3030
R1491,R2898,3030
R3026,R3241,3030
R3026,R3418,3030
R3414,R2387,3030
R3414,R2985,3030
R4338,R3973,3030
R4019,R2185,3030
R4019,R1353,3030
R2513,R3247,3030
R4300,R4187,3030
R4300,R2287,3030
R4300,R4366,3030
R4300,R4275,3030
R4300,R3632,3030
R4300,R2267,3030
R4300,R2701,3030
R2513,R1854,3030
R2562,R2185,3030
R2701,R1539,3030
R2701,R4300,3030
R2152,R3748,3030
R2152,R3254,3030
R3774,R3748,3030
R3774,R3254,3030
R2562,R1353,3030
R3082,R1743,3030
R3845,R1743,3030
R1743,R1837,3030
R1176,R2064,3030
R1176,R3994,3030
R1176,R4199,3030
R1176,R1350,3030
R1176,R3726,3030
R1176,R2842,3030
R1176,R1663,3030
R1176,R3953,3030
R1176,R2521,3030
R1176,R3467,3030
R1176,R3460,3030
R1176,R2917,3030
R1176,R2529,3030
R1176,R3379,3030
R1176,R1164,3030
R1176,R4009,3030
R1176,R2001,3030
R1176,R2308,3030
R1743,R3712,3030
R1743,R1145,3030
R1743,R1606,3030
R1743,R1460,3030
R1743,R3801,3030
R1743,R1819,3030
R1743,R3303,3030
R1743,R3238,3030
R1743,R1575,3030
R1743,R2413,3030
R1743,R2969,3030
R1743,R2971,3030
R1743,R1766,3030
R1743,R2639,3030
R1743,R3855,3030
R1743,R3845,3030
R1743,R3082,3030
R1743,R3713,3030
R1743,R1087,3030
R1743,R1728,3030
R1176,R3060,3030
R1176,R1836,3030
R3855,R1176,3030
R1176,R2974,3030
R1176,R1145,3030
R1176,R3712,3030
R4105,R2547,3030
R4105,R3490,3030
R1217,R2547,3030
R1217,R3490,3030
R1482,R2547,3030
R1482,R3490,3030
R2070,R2547,3030
R2070,R3490,3030
R2314,R2547,3030
R2314,R3490,3030
R2971,R1743,3030
R2971,R1176,3030
R2639,R1743,3030
R2639,R1176,3030
R3855,R1743,3030
R1176,R1606,3030
R1176,R1766,3030
R1176,R3031,3030
R1176,R2413,3030
R1176,R1601,3030
R1176,R1837,3030
R1176,R3801,3030
R1176,R1819,3030
R1176,R3303,3030
R1176,R3238,3030
R1176,R1575,3030
R1176,R2969,3030
R1176,R1087,3030
R1176,R1460,3030
R1176,R2971,3030
R1176,R2639,3030
R1176,R3855,3030
R1176,R3845,3030
R1176,R3082,3030
R1176,R3713,3030
R1618,R2012,3030
R1618,R3341,3030
R2321,R2012,3030
R2449,R1218,3030
R3973,R2108,3030
R3973,R1304,3030
R3973,R1044,3030
R3973,R4212,3030
R3973,R1137,3030
R3973,R1537,3030
R3973,R3202,3030
R3973,R1530,3030
R3973,R1929,3030
R3973,R3016,3030
R3973,R1200,3030
R3973,R3679,3030
R3973,R4338,3030
R3973,R1967,3030
R3973,R3032,3030
R3973,R1876,3030
R2449,R1335,3030
R3973,R2568,3030
R3973,R3752,3030
R3973,R4273,3030
R3616,R2898,3030
R3248,R2449,3030
R3248,R2898,3030
R3329,R2449,3030
R3329,R2898,3030
R2244,R2449,3030
R2244,R2898,3030
R3616,R2449,3030
R2778,R2449,3030
R3973,R2200,3030
R2778,R2898,3030
R3323,R2449,3030
R3323,R2898,3030
R1421,R2449,3030
R1421,R2898,3030
R3747,R2449,3030
R3747,R2898,3030
R2449,R2196,3030
R2449,R3246,3030
R1137,R3973,3030
R2449,R3333,3030
R2449,R3323,3030
R2449,R1421,3030
R2449,R3747,3030
R2449,R1678,3030
R2449,R3776,3030
R2449,R1361,3030
R2449,R2049,3030
R2449,R1765,3030
R2449,R1695,3030
R2449,R1416,3030
R2449,R1491,3030
R2449,R4341,3030
R2449,R1705,3030
R2449,R4196,3030
R2449,R4301,3030
R2449,R1024,3030
R2449,R2735,3030
R2449,R2778,3030
R2449,R3616,3030
R2449,R2244,3030
R2449,R4154,3030
R2449,R3933,3030
R2449,R3178,3030
R2449,R1444,3030
R2449,R2654,3030
R2449,R3699,3030
R2449,R3110,3030
R2449,R3612,3030
R2449,R1071,3030
R2449,R3329,3030
R2449,R2795,3030
R2449,R4269,3030
R2449,R1619,3030
R2449,R4152,3030
R2449,R1754,3030
R2449,R2113,3030
R2449,R3248,3030
R1137,R1426,3030
R2113,R2898,3030
R2449,R2105,3030
R3817,R2985,3030
R3364,R2238,3030
R3364,R4030,3030
R3364,R3306,3030
R3364,R2186,3030
R3306,R4184,3030
R3306,R3364,3030
R2186,R4184,3030
R2186,R3364,3030
R1054,R1095,3030
R1054,R1358,3030
R1054,R4193,3030
R2355,R1095,3030
R2355,R1358,3030
R2355,R4193,3030
R1095,R1054,3030
R1095,R2355,3030
R1358,R1054,3030
R4184,R2186,3030
R4184,R3306,3030
R4184,R4030,3030
R3985,R3169,3030
R4117,R2968,3030
R4117,R3153,3030
R4117,R3038,3030
R4117,R1398,3030
R1939,R3169,3030
R1939,R3241,3030
R1939,R3418,3030
R3169,R1939,3030
R4184,R2238,3030
R3169,R3985,3030
R4152,R2449,3030
R4152,R2898,3030
R1754,R2449,3030
R1754,R2898,3030
R3607,R3341,3030
R3607,R2012,3030
R1358,R2355,3030
R3817,R1665,3030
R2113,R2449,3030
R1737,R2238,3030
R3165,R4030,3030
R1892,R2238,3030
R1892,R4030,3030
R3936,R2238,3030
R3936,R4030,3030
R2011,R3341,3030
R2011,R2012,3030
R2859,R3341,3030
R2859,R2012,3030
R1165,R1117,3030
R1165,R2836,3030
R1117,R1165,3030
R1117,R3040,3030
R3040,R1117,3030
R3040,R2836,3030
R2836,R1165,3030
R2836,R3040,3030
R3165,R2238,3030
R2369,R4030,3030
R2369,R2238,3030
R2302,R2238,3030
R1737,R4030,3030
R4290,R2238,3030
R4290,R4030,3030
R3377,R2238,3030
R3377,R4030,3030
R1488,R2238,3030
R1488,R4030,3030
R2302,R4030,3030
R4013,R4030,3030
R1169,R2481,3030
R1169,R1428,3030
R1548,R2481,3030
R1548,R1428,3030
R2465,R2238,3030
R2465,R4030,3030
R4013,R2238,3030
R2449,R2912,3030
R2449,R4043,3030
R2321,R3341,3030
R1202,R3241,3030
R4319,R3661,3030
R4319,R2122,3030
R2358,R1716,3030
R2358,R4319,3030
R3661,R1716,3030
R3661,R4319,3030
R2122,R1716,3030
R2122,R4319,3030
R3638,R2401,3030
R3638,R4080,3030
R2305,R2238,3030
R2305,R4030,3030
R1765,R2449,3030
R1765,R2898,3030
R1872,R2313,3030
R1872,R2550,3030
R3451,R2238,3030
R4319,R2358,3030
R4319,R3620,3030
R4319,R2354,3030
R1716,R2354,3030
R1361,R2449,3030
R1361,R2898,3030
R2049,R2449,3030
R2049,R2898,3030
R2749,R1716,3030
R2749,R4319,3030
R1716,R2749,3030
R1716,R3620,3030
R4319,R2749,3030
R1716,R2358,3030
R1716,R3661,3030
R1716,R2122,3030
R2354,R1716,3030
R2354,R4319,3030
R3620,R1716,3030
R3620,R4319,3030
R3451,R4030,3030
R1202,R3418,3030
R1200,R3973,3030
R4304,R2165,3030
R2687,R1825,3030
R4326,R2313,3030
R4326,R2550,3030
R1695,R2449,3030
R1695,R2898,3030
R1547,R2409,3030
R1547,R3057,3030
R1547,R3562,3030
R1031,R2409,3030
R1031,R3057,3030
R1031,R3562,3030
R3057,R1547,3030
R3057,R1031,3030
R3562,R1547,3030
R3562,R1031,3030
R3679,R3973,3030
R3679,R1426,3030
R2687,R3129,3030
R3942,R1175,3030
R3942,R2165,3030
R1080,R3341,3030
R4304,R1175,3030
R1573,R3341,3030
R1573,R2012,3030
R2409,R1547,3030
R2409,R1031,3030
R2053,R3341,3030
R2053,R2012,3030
R1080,R2012,3030
R2371,R1175,3030
R2165,R4304,3030
R2165,R2371,3030
R2165,R3942,3030
R1175,R4304,3030
R1175,R2371,3030
R1175,R3942,3030
R2371,R2165,3030
R1200,R1426,3030
R3016,R1426,3030
R2449,R2028,3030
R2898,R1754,3030
R2898,R1335,3030
R2898,R2196,3030
R2898,R1218,3030
R2898,R3246,3030
R2898,R3333,3030
R2898,R3933,3030
R2898,R3178,3030
R2898,R1444,3030
R2898,R2654,3030
R2898,R3699,3030
R2898,R3110,3030
R2898,R3612,3030
R2898,R4154,3030
R2898,R1071,3030
R2898,R2795,3030
R2898,R4269,3030
R2898,R1619,3030
R2474,R3418,3030
R1426,R1677,3030
R1426,R1967,3030
R1426,R4212,3030
R1426,R2200,3030
R1426,R4273,3030
R1426,R3752,3030
R1426,R2568,3030
R1426,R2108,3030
R1426,R1304,3030
R1426,R1044,3030
R1426,R1137,3030
R1426,R4338,3030
R1426,R1537,3030
R1426,R3202,3030
R1426,R1530,3030
R1426,R1929,3030
R1426,R3016,3030
R1426,R1200,3030
R1426,R3679,3030
R2898,R4152,3030
R2898,R2113,3030
R3016,R3973,3030
R2898,R3248,3030
R2898,R2735,3030
R2898,R2912,3030
R2898,R2105,3030
R2898,R4043,3030
R2898,R2028,3030
R1537,R3973,3030
R1537,R1426,3030
R3202,R3973,3030
R3202,R1426,3030
R1530,R3973,3030
R1530,R1426,3030
R1678,R2449,3030
R1678,R2898,3030
R3776,R2449,3030
R3776,R2898,3030
R1929,R3973,3030
R1929,R1426,3030
R2898,R1024,3030
R2898,R4301,3030
R2898,R4196,3030
R2898,R1678,3030
R2898,R3329,3030
R2898,R2244,3030
R2898,R3616,3030
R2898,R2778,3030
R2898,R3323,3030
R2898,R1421,3030
R2898,R3747,3030
R2898,R3776,3030
R2898,R1705,3030
R2898,R1361,3030
R2898,R2049,3030
R2898,R1765,3030
R2898,R1695,3030
R2898,R1416,3030
R2898,R1491,3030
R2898,R4341,3030
R3414,R1665,3030
R2399,R2985,3030
R1684,R4057,3030
R3186,R3241,3030
R1342,R3241,3030
R3468,R3418,3030
R2233,R3241,3030
R2233,R3418,3030
R1615,R3241,3030
R1615,R3418,3030
R2713,R3241,3030
R2713,R3418,3030
R2495,R3241,3030
R2495,R3418,3030
R3233,R3241,3030
R3233,R3418,3030
R2008,R3241,3030
R2008,R3418,3030
R3829,R3418,3030
R3318,R2313,3030
R3318,R2550,3030
R3186,R3418,3030
R2954,R3418,3030
R2399,R1665,3030
R2954,R3241,3030
R3032,R1677,3030
R1677,R1426,3030
R1677,R3032,3030
R3990,R1109,3030
R3990,R1953,3030
R1592,R1109,3030
R1592,R1953,3030
R2149,R3241,3030
R2149,R3418,3030
R3175,R1109,3030
R3175,R1953,3030
R2360,R3241,3030
R2360,R3418,3030
R3777,R3241,3030
R3777,R3418,3030
R3812,R3241,3030
R3812,R3418,3030
R1192,R3241,3030
R1192,R3418,3030
R1324,R3341,3030
R1324,R2012,3030
R3241,R1348,3030
R3241,R2870,3030
R3241,R1638,3030
R3241,R2759,3030
R3241,R1390,3030
R3241,R2026,3030
R3241,R1523,3030
R3241,R1265,3030
R3241,R2474,3030
R3241,R1174,3030
R3241,R3388,3030
R3241,R1268,3030
R3241,R1939,3030
R3241,R1202,3030
R3241,R1623,3030
R3241,R2507,3030
R3241,R1462,3030
R3241,R4249,3030
R3241,R2403,3030
R3241,R1133,3030
R1811,R4363,3030
R1303,R2985,3030
R1303,R1665,3030
R3588,R1830,3030
R4376,R3241,3030
R4376,R3418,3030
R2395,R2401,3030
R2395,R4080,3030
R1811,R3131,3030
R3241,R2618,3030
R4043,R2449,3030
R4043,R2898,3030
R1223,R2401,3030
R1223,R4080,3030
R1820,R2610,3030
R1820,R3244,3030
R3241,R4036,3030
R3032,R3973,3030
R1953,R3175,3030
R1953,R1592,3030
R3634,R2909,3030
R2631,R4030,3030
R2262,R3341,3030
R2262,R2012,3030
R4120,R3129,3030
R4120,R1825,3030
R4193,R1054,3030
R4193,R2355,3030
R2602,R3617,3030
R2602,R3241,3030
R2602,R3418,3030
R3221,R3617,3030
R3221,R3241,3030
R3221,R3418,3030
R3617,R2602,3030
R3617,R3221,3030
R4318,R2985,3030
R4318,R1665,3030
R2631,R2238,3030
R2434,R4030,3030
R2434,R2238,3030
R2377,R1433,3030
R1606,R1176,3030
R1433,R4283,3030
R1433,R2377,3030
R3577,R4283,3030
R3577,R2377,3030
R4283,R1433,3030
R4283,R3577,3030
R2377,R3577,3030
R1024,R2898,3030
R2675,R2610,3030
R2675,R3244,3030
R2851,R2238,3030
R2851,R4030,3030
R4301,R2449,3030
R4301,R2898,3030
R1024,R2449,3030
R3634,R2830,3030
R1980,R2985,3030
R1953,R3990,3030
R1980,R1665,3030
R1624,R2830,3030
R1624,R2909,3030
R2345,R3129,3030
R2345,R1825,3030
R3944,R3341,3030
R3944,R2012,3030
R2324,R3341,3030
R2324,R2012,3030
R2735,R2449,3030
R2735,R2898,3030
R2912,R2449,3030
R2912,R2898,3030
R2105,R2449,3030
R2105,R2898,3030
R1109,R3990,3030
R1109,R1592,3030
R1109,R3175,3030
R4373,R2909,3030
R4373,R2830,3030
R3100,R2550,3030
R3445,R4080,3030
R1443,R2985,3030
R1443,R1665,3030
R3419,R2668,3030
R2535,R2668,3030
R2668,R3419,3030
R2668,R2535,3030
R3445,R2401,3030
R2830,R3634,3030
R3100,R2313,3030
R2830,R4373,3030
R2830,R1624,3030
R2909,R3634,3030
R2909,R4373,3030
R2909,R1624,3030
R1768,R2313,3030
R1768,R2550,3030
R3241,R1983,3030
R3241,R3026,3030
R3241,R1506,3030
R2560,R3341,3030
R2596,R3668,3030
R2596,R2459,3030
R4141,R3668,3030
R4141,R2459,3030
R2690,R3668,3030
R2690,R2459,3030
R4371,R3668,3030
R4371,R2459,3030
R2422,R3668,3030
R2422,R2459,3030
R2028,R2449,3030
R2028,R2898,3030
R1876,R3973,3030
R1876,R1426,3030
R2374,R3097,3030
R2374,R3778,3030
R3778,R4291,3030
R2459,R2422,3030
R2459,R4371,3030
R2459,R2690,3030
R3668,R4371,3030
R2745,R1661,3030
R2745,R4314,3030
R3668,R3307,3030
R3668,R4334,3030
R3668,R2596,3030
R3668,R4141,3030
R3668,R2690,3030
R3668,R2422,3030
R2459,R4141,3030
R3307,R3668,3030
R3307,R2459,3030
R4334,R3668,3030
R4334,R2459,3030
R2459,R3307,3030
R2459,R4334,3030
R2459,R2596,3030
R3778,R2374,3030
R2560,R2012,3030
R4287,R3418,3030
R1632,R3129,3030
R2546,R3987,3030
R1032,R3341,3030
R1032,R2012,3030
R2239,R4385,3030
R2239,R3987,3030
R3062,R1253,3030
R3062,R2357,3030
R3062,R2865,3030
R3062,R4364,3030
R1267,R1253,3030
R1267,R2357,3030
R1267,R2865,3030
R1267,R4364,3030
R2357,R3062,3030
R2357,R1267,3030
R2865,R3062,3030
R2865,R1267,3030
R2546,R4385,3030
R3987,R2239,3030
R3987,R2546,3030
R3712,R1743,3030
R1632,R1825,3030
R4165,R3433,3030
R1744,R1297,3030
R1145,R1743,3030
R1145,R1176,3030
R4082,R2481,3030
R4082,R1428,3030
R3712,R1176,3030
R4385,R2239,3030
R3172,R3241,3030
R3172,R3418,3030
R1253,R3062,3030
R1253,R1267,3030
R4208,R2610,3030
R4208,R3244,3030
R4385,R2546,3030
R3459,R1661,3030
R4287,R3241,3030
R3241,R3828,3030
R3418,R3388,3030
R3241,R2666,3030
R3241,R4287,3030
R3241,R3172,3030
R3418,R4036,3030
R3418,R2618,3030
R3418,R1133,3030
R3418,R2403,3030
R3418,R4249,3030
R3418,R1348,3030
R3418,R2870,3030
R3418,R1638,3030
R3418,R2759,3030
R3418,R1390,3030
R3418,R2026,3030
R3418,R1523,3030
R3418,R1265,3030
R3418,R2474,3030
R3241,R1908,3030
R3241,R2519,3030
R3241,R4376,3030
R3241,R2954,3030
R3241,R1844,3030
R3241,R2602,3030
R3241,R3221,3030
R3241,R2149,3030
R3241,R2360,3030
R3241,R3777,3030
R3241,R3812,3030
R3241,R3186,3030
R3241,R1192,3030
R3241,R1342,3030
R3241,R2233,3030
R3241,R1615,3030
R3241,R2713,3030
R3241,R2495,3030
R3241,R3233,3030
R3241,R2008,3030
R3418,R1174,3030
R3418,R1268,3030
R2666,R3418,3030
R3418,R1939,3030
R3418,R2713,3030
R3418,R2495,3030
R3418,R3233,3030
R3418,R2008,3030
R3418,R3829,3030
R3418,R1192,3030
R3418,R4376,3030
R3418,R2519,3030
R3418,R1908,3030
R3418,R2666,3030
R3418,R4287,3030
R3418,R3172,3030
R2519,R3241,3030
R2519,R3418,3030
R1908,R3241,3030
R1908,R3418,3030
R2666,R3241,3030
R3418,R1615,3030
R3418,R2233,3030
R3418,R3468,3030
R3418,R3828,3030
R3418,R1202,3030
R3418,R1623,3030
R3418,R2507,3030
R3418,R1462,3030
R3418,R1983,3030
R3418,R3026,3030
R3418,R1506,3030
R3418,R1844,3030
R3418,R3186,3030
R3418,R2602,3030
R3418,R3221,3030
R3418,R2149,3030
R3418,R2360,3030
R3418,R3777,3030
R3418,R3812,3030
R3418,R2954,3030
R1606,R1743,3030
R1995,R3131,3030
R1995,R4363,3030
R1665,R3139,3030
R2985,R1698,3030
R2985,R2009,3030
R2985,R3873,3030
R2985,R2965,3030
R2985,R3255,3030
R2985,R1558,3030
R2985,R4318,3030
R2985,R1980,3030
R2985,R1443,3030
R2985,R1303,3030
R1665,R3437,3030
R1665,R1654,3030
R1665,R1270,3030
R1665,R3064,3030
R1665,R3708,3030
R1665,R3865,3030
R1665,R2437,3030
R2985,R4104,3030
R2985,R1708,3030
R2985,R2399,3030
R2985,R3064,3030
R2762,R3341,3030
R2762,R2012,3030
R2638,R3341,3030
R2638,R2012,3030
R2985,R3437,3030
R2985,R1654,3030
R2985,R1270,3030
R2985,R3708,3030
R2985,R3414,3030
R2985,R3865,3030
R2985,R2437,3030
R2985,R2980,3030
R2985,R3139,3030
R2985,R3436,3030
R2985,R3367,3030
R2985,R3817,3030
R1665,R2980,3030
R1665,R3436,3030
R1727,R3341,3030
R1665,R3367,3030
R3255,R1665,3030
R1558,R2985,3030
R1558,R1665,3030
R3157,R2365,3030
R3157,R2188,3030
R3157,R1529,3030
R3157,R2707,3030
R3157,R2283,3030
R2365,R3157,3030
R2188,R3157,3030
R1529,R3157,3030
R2707,R3157,3030
R2283,R3157,3030
R2986,R2401,3030
R2986,R4080,3030
R2443,R3341,3030
R2443,R2012,3030
R3255,R2985,3030
R2965,R1665,3030
R2965,R2985,3030
R1665,R3873,3030
R1665,R3817,3030
R1665,R3414,3030
R1665,R2399,3030
R1665,R1708,3030
R1665,R4104,3030
R1665,R1698,3030
R1665,R2009,3030
R1665,R2965,3030
R3873,R1665,3030
R1665,R3255,3030
R1665,R1558,3030
R1665,R4318,3030
R1665,R1980,3030
R1665,R1443,3030
R1665,R1303,3030
R3873,R2985,3030
R1727,R2012,3030
R1154,R2012,3030
R1766,R1176,3030
R4028,R3748,3030
R1353,R2562,3030
R1353,R4019,3030
R2185,R2562,3030
R2185,R4019,3030
R3152,R3748,3030
R3152,R3254,3030
R1262,R3748,3030
R1262,R3254,3030
R2171,R3748,3030
R2171,R3254,3030
R2846,R3748,3030
R2846,R3254,3030
R1907,R3748,3030
R1907,R3254,3030
R2235,R3748,3030
R2235,R3254,3030
R3904,R3748,3030
R1506,R3418,3030
R1506,R3241,3030
R2229,R4030,3030
R1900,R3717,3030
R2387,R3414,3030
R2387,R2399,3030
R4341,R2449,3030
R4341,R2898,3030
R3795,R3129,3030
R3795,R1825,3030
R1900,R3049,3030
R1900,R2797,3030
R2229,R2238,3030
R3258,R3049,3030
R3258,R3717,3030
R3258,R2797,3030
R3717,R1900,3030
R3717,R3258,3030
R2797,R1900,3030
R2797,R3258,3030
R3904,R3254,3030
R4028,R3254,3030
R1154,R3341,3030
R3627,R3748,3030
R4104,R1665,3030
R1698,R2985,3030
R1698,R1665,3030
R2009,R2985,3030
R2009,R1665,3030
R3650,R3748,3030
R3650,R3254,3030
R1810,R3748,3030
R1810,R3254,3030
R1585,R3748,3030
R1585,R3254,3030
R3355,R2721,3030
R3355,R1919,3030
R2919,R3341,3030
R2919,R2012,3030
R3194,R3341,3030
R3194,R2012,3030
R4104,R2985,3030
R1708,R1665,3030
R1708,R2985,3030
R3803,R2731,3030
R3627,R3254,3030
R1110,R3748,3030
R1110,R3254,3030
R1229,R2773,3030
R1229,R2731,3030
R1229,R2647,3030
R3803,R2773,3030
R3803,R2647,3030
R1705,R2898,3030
R2773,R1229,3030
R2773,R3803,3030
R2731,R1229,3030
R2731,R3803,3030
R2647,R1229,3030
R2647,R3803,3030
R1705,R2449,3030
R1766,R1743,3030
R2622,R3129,3030
R3763,R3131,3030
R1481,R3085,3030
R2725,R4384,3030
R2725,R4195,3030
R1990,R3316,3030
R1990,R2725,3030
R4384,R3316,3030
R4384,R2725,3030
R4195,R3316,3030
R4195,R2725,3030
R3085,R2174,3030
R3085,R2492,3030
R3085,R1481,3030
R2494,R2174,3030
R2494,R2492,3030
R2494,R1481,3030
R2174,R3085,3030
R2174,R2494,3030
R2492,R3085,3030
R2725,R1990,3030
R3316,R4195,3030
R3316,R4384,3030
R2714,R2550,3030
R1792,R2401,3030
R1792,R4080,3030
R3002,R3341,3030
R3002,R2012,3030
R2772,R3341,3030
R2772,R2012,3030
R2714,R2313,3030
R4050,R2313,3030
R3316,R1990,3030
R4050,R2550,3030
R1627,R2313,3030
R1627,R2550,3030
R1069,R2313,3030
R1069,R2550,3030
R1406,R2313,3030
R1406,R2550,3030
R2492,R2494,3030
R1481,R2494,3030
R1844,R3241,3030
R2255,R3341,3030
R3628,R1855,3030
R1855,R1419,3030
R1855,R3628,3030
R1501,R4030,3030
R4363,R4175,3030
R4363,R1682,3030
R4363,R3763,3030
R4363,R1995,3030
R4363,R1811,3030
R3131,R4175,3030
R3131,R1682,3030
R3131,R3763,3030
R3131,R1995,3030
R3131,R1811,3030
R1682,R4363,3030
R1682,R3131,3030
R3763,R4363,3030
R3628,R4291,3030
R1732,R1387,3030
R1732,R1419,3030
R3402,R2401,3030
R2255,R2012,3030
R2255,R3012,3030
R1261,R3341,3030
R1261,R2012,3030
R1261,R3012,3030
R3012,R2255,3030
R3012,R1261,3030
R3402,R4080,3030
R1387,R1732,3030
R1549,R2610,3030
R1549,R3244,3030
R3854,R2238,3030
R3854,R4030,3030
R4196,R2449,3030
R4196,R2898,3030
R1387,R4291,3030
