linkStart,linkEnd,capacity
R2153,R2145,30303
R4063,R4361,30303
R4063,R2112,30303
R4063,R1019,30303
R4063,R3285,30303
R4063,R3314,30303
R4063,R4101,30303
R4063,R3995,30303
R4063,R1411,30303
R4063,R2814,30303
R4063,R2331,30303
R4063,R3571,30303
R4063,R2478,30303
R4063,R2356,30303
R4063,R1856,30303
R4063,R3838,30303
R1150,R2153,30303
R3189,R2153,30303
R2620,R1784,30303
R4063,R1310,30303
R1926,R4130,30303
R2650,R4063,30303
R2650,R3715,30303
R1510,R4063,30303
R1510,R3715,30303
R4106,R2153,30303
R4106,R1321,30303
R3773,R2264,30303
R2752,R3405,30303
R2752,R3143,30303
R4063,R3494,30303
R4063,R1063,30303
R4063,R2844,30303
R2752,R2771,30303
R4063,R1249,30303
R2752,R3862,30303
R3773,R2555,30303
R3491,R1176,30303
R3491,R1743,30303
R3644,R1176,30303
R2620,R1061,30303
R3728,R2428,30303
R3728,R3457,30303
R2198,R3748,30303
R2198,R3254,30303
R2727,R2428,30303
R2727,R3457,30303
R2555,R4165,30303
R2966,R4130,30303
R3773,R3891,30303
R2966,R4114,30303
R3773,R2428,30303
R3773,R1446,30303
R3773,R2129,30303
R3644,R1743,30303
R2752,R2316,30303
R4063,R4150,30303
R2752,R1258,30303
R2740,R2264,30303
R2752,R1327,30303
R2752,R3276,30303
R4063,R2996,30303
R4063,R3108,30303
R4063,R3769,30303
R4063,R2813,30303
R4063,R2906,30303
R4063,R4237,30303
R1610,R2547,30303
R1610,R3490,30303
R1617,R4063,30303
R1617,R3715,30303
R2752,R1438,30303
R2752,R2361,30303
R2752,R2242,30303
R2740,R1993,30303
R2752,R4124,30303
R2752,R3892,30303
R2752,R3718,30303
R4063,R3988,30303
R2752,R2125,30303
R4063,R3205,30303
R4063,R2083,30303
R4063,R1067,30303
R4063,R1704,30303
R2752,R1118,30303
R2095,R1743,30303
R2095,R1176,30303
R4063,R1642,30303
R4063,R1977,30303
R4063,R2158,30303
R4063,R2442,30303
R1363,R1743,30303
R1363,R1176,30303
R3992,R1321,30303
R3024,R3392,30303
R2243,R3392,30303
R3123,R3403,30303
R3640,R3490,30303
R3404,R3392,30303
R3404,R1532,30303
R2634,R1743,30303
R2634,R1176,30303
R3848,R2264,30303
R3848,R1993,30303
R3123,R3372,30303
R3640,R2547,30303
R3124,R3449,30303
R3449,R2586,30303
R3486,R3392,30303
R3486,R1532,30303
R1869,R3372,30303
R1869,R3403,30303
R2115,R3372,30303
R2115,R3403,30303
R1308,R3372,30303
R4047,R3195,30303
R1155,R3595,30303
R2298,R1993,30303
R2298,R2264,30303
R3449,R1651,30303
R1155,R3449,30303
R4047,R1992,30303
R3299,R1176,30303
R3299,R1743,30303
R4130,R1571,30303
R4130,R1380,30303
R4130,R1241,30303
R4130,R3251,30303
R4130,R3677,30303
R4130,R2170,30303
R4130,R3792,30303
R4130,R1794,30303
R4130,R3701,30303
R2158,R4063,30303
R2158,R3715,30303
R4130,R1319,30303
R1308,R3403,30303
R1951,R3372,30303
R1951,R3403,30303
R1440,R3372,30303
R1337,R3372,30303
R1337,R3403,30303
R3322,R3372,30303
R3322,R3403,30303
R1994,R3372,30303
R1994,R3403,30303
R2343,R3372,30303
R2343,R3403,30303
R3921,R3372,30303
R3921,R3403,30303
R3439,R3372,30303
R3439,R3403,30303
R1912,R3372,30303
R1912,R3403,30303
R3782,R3372,30303
R3782,R3403,30303
R4348,R3372,30303
R1440,R3403,30303
R2517,R3490,30303
R4354,R3372,30303
R2029,R1334,30303
R4354,R3403,30303
R2352,R3372,30303
R2352,R3403,30303
R3449,R3030,30303
R3449,R3819,30303
R3449,R3959,30303
R2029,R3945,30303
R1104,R3372,30303
R1104,R3403,30303
R1560,R3372,30303
R1560,R3403,30303
R1840,R3372,30303
R1840,R3403,30303
R2192,R3372,30303
R2192,R3403,30303
R2466,R3372,30303
R2466,R3403,30303
R3449,R3028,30303
R2583,R3945,30303
R2583,R1334,30303
R2442,R4063,30303
R3871,R3195,30303
R2281,R1992,30303
R2281,R3195,30303
R3055,R1992,30303
R3235,R1743,30303
R3235,R1176,30303
R3055,R3195,30303
R1504,R1992,30303
R1504,R3195,30303
R2946,R1992,30303
R2946,R3195,30303
R3449,R2833,30303
R3449,R1692,30303
R3411,R1992,30303
R3411,R3195,30303
R3889,R1992,30303
R2553,R2547,30303
R2442,R3715,30303
R3871,R1992,30303
R3889,R3195,30303
R4189,R3195,30303
R3449,R3614,30303
R3449,R1096,30303
R3827,R1992,30303
R2527,R3595,30303
R2527,R3449,30303
R3827,R3195,30303
R3449,R2670,30303
R2486,R2547,30303
R2486,R3490,30303
R3449,R2598,30303
R2947,R1992,30303
R2947,R3195,30303
R3449,R2173,30303
R3449,R3156,30303
R4189,R1992,30303
R3251,R4114,30303
R3251,R4130,30303
R2553,R3490,30303
R3331,R1992,30303
R4130,R4095,30303
R2278,R3392,30303
R1598,R3392,30303
R1598,R1532,30303
R1541,R1743,30303
R1541,R1176,30303
R1306,R1743,30303
R1306,R1176,30303
R3943,R1743,30303
R3943,R1176,30303
R4130,R2119,30303
R4130,R3203,30303
R2879,R1334,30303
R2879,R3945,30303
R4130,R1224,30303
R4130,R2718,30303
R2918,R1334,30303
R2918,R3945,30303
R4130,R1172,30303
R2278,R1532,30303
R1864,R3195,30303
R2045,R2547,30303
R1864,R1992,30303
R2045,R3490,30303
R3331,R3195,30303
R4130,R1653,30303
R1099,R3392,30303
R1099,R1532,30303
R2900,R3392,30303
R2900,R1532,30303
R4130,R2697,30303
R4130,R3983,30303
R4130,R2577,30303
R4130,R2366,30303
R1012,R3392,30303
R1012,R1532,30303
R3378,R1992,30303
R3378,R3195,30303
R2679,R1992,30303
R2679,R3195,30303
R4348,R3403,30303
R2477,R3372,30303
R2477,R3403,30303
R3468,R3403,30303
R1857,R3241,30303
R1857,R3403,30303
R2901,R2547,30303
R3232,R3490,30303
R3232,R2547,30303
R3909,R3490,30303
R3909,R2547,30303
R4130,R2710,30303
R4130,R2505,30303
R4130,R2988,30303
R1781,R3403,30303
R1781,R3372,30303
R3075,R2547,30303
R3075,R3490,30303
R3011,R2547,30303
R3011,R3490,30303
R3462,R3945,30303
R2901,R3490,30303
R4076,R3403,30303
R1241,R4114,30303
R4076,R3372,30303
R4130,R3794,30303
R3449,R1680,30303
R4130,R3103,30303
R4130,R1271,30303
R3071,R3372,30303
R3071,R3403,30303
R4130,R2259,30303
R2249,R3372,30303
R2249,R3403,30303
R4130,R3674,30303
R3975,R3372,30303
R3975,R3403,30303
R3841,R3372,30303
R3841,R3403,30303
R2296,R3372,30303
R2296,R3403,30303
R3618,R2547,30303
R3462,R1334,30303
R1241,R4130,30303
R3449,R3300,30303
R4130,R1422,30303
R1489,R3372,30303
R1489,R3403,30303
R3222,R3195,30303
R3222,R1992,30303
R3731,R3254,30303
R3731,R3748,30303
R4130,R2894,30303
R4130,R1370,30303
R1380,R4114,30303
R1380,R4130,30303
R1571,R4114,30303
R1571,R4130,30303
R4095,R4114,30303
R4095,R4130,30303
R1172,R4114,30303
R1172,R4130,30303
R4130,R1626,30303
R4130,R1946,30303
R1982,R3403,30303
R1276,R3195,30303
R1982,R3372,30303
R1276,R1992,30303
R3631,R3935,30303
R3631,R2752,30303
R3836,R3935,30303
R3836,R2752,30303
R2518,R3449,30303
R2518,R3595,30303
R4130,R4003,30303
R3495,R3945,30303
R3495,R1334,30303
R3500,R2153,30303
R3500,R1321,30303
R1113,R3457,30303
R1113,R2428,30303
R4130,R2677,30303
R4130,R2828,30303
R4130,R3732,30303
R4130,R4173,30303
R3550,R3403,30303
R1999,R3372,30303
R3449,R3807,30303
R3449,R1130,30303
R3449,R2913,30303
R2787,R3372,30303
R2787,R3403,30303
R4130,R1389,30303
R4130,R1492,30303
R3449,R2017,30303
R3148,R3372,30303
R3148,R3403,30303
R1599,R3372,30303
R1599,R3403,30303
R2592,R3372,30303
R2592,R3403,30303
R3449,R2257,30303
R3449,R3895,30303
R3927,R3372,30303
R3927,R3403,30303
R3449,R1318,30303
R3449,R3991,30303
R1572,R3403,30303
R3224,R3403,30303
R1999,R3403,30303
R3565,R3372,30303
R3565,R3403,30303
R3449,R1943,30303
R3449,R4086,30303
R3449,R1148,30303
R3449,R2484,30303
R3969,R2547,30303
R3449,R2788,30303
R3969,R3490,30303
R3449,R3790,30303
R1451,R3372,30303
R1451,R3403,30303
R4172,R3372,30303
R4172,R3403,30303
R3449,R1645,30303
R3224,R3372,30303
R1572,R3372,30303
R1944,R3372,30303
R3550,R3372,30303
R3449,R3535,30303
R3761,R1321,30303
R3761,R2153,30303
R1282,R1321,30303
R1282,R2153,30303
R3186,R3372,30303
R2517,R2547,30303
R3186,R3403,30303
R3618,R3490,30303
R3449,R3243,30303
R2042,R3372,30303
R2042,R3403,30303
R3768,R3372,30303
R3768,R3403,30303
R2582,R3372,30303
R2582,R3403,30303
R3449,R2661,30303
R3449,R3106,30303
R3449,R1431,30303
R1162,R2264,30303
R1944,R3403,30303
R1162,R1993,30303
R4278,R2153,30303
R4278,R1321,30303
R3141,R3372,30303
R3141,R3403,30303
R2867,R3372,30303
R2867,R3403,30303
R4130,R1775,30303
R4130,R3544,30303
R1824,R1176,30303
R1824,R1743,30303
R1033,R3372,30303
R1033,R3403,30303
R3804,R3372,30303
R3804,R3403,30303
R2234,R1176,30303
R2234,R1743,30303
R3449,R1129,30303
R1347,R4130,30303
R1898,R1321,30303
R1898,R2153,30303
R1621,R3392,30303
R4288,R3392,30303
R3317,R1532,30303
R2452,R3372,30303
R2452,R3403,30303
R3317,R3392,30303
R2017,R3595,30303
R2017,R3449,30303
R2134,R4114,30303
R2134,R4130,30303
R4147,R4114,30303
R4147,R4130,30303
R2010,R4114,30303
R2010,R4130,30303
R3531,R4114,30303
R2890,R3372,30303
R4003,R4130,30303
R3688,R3715,30303
R4288,R1532,30303
R1621,R1532,30303
R3531,R4130,30303
R2857,R1993,30303
R3135,R1321,30303
R3711,R2153,30303
R3711,R1321,30303
R1100,R1321,30303
R1100,R2153,30303
R3135,R2153,30303
R1140,R1321,30303
R1140,R2153,30303
R3658,R1532,30303
R3658,R3392,30303
R1700,R1532,30303
R3096,R3457,30303
R3096,R2428,30303
R1700,R3392,30303
R3045,R3490,30303
R3045,R2547,30303
R2857,R2264,30303
R3688,R4063,30303
R4003,R4114,30303
R1092,R3457,30303
R1422,R4130,30303
R1238,R2153,30303
R3744,R1321,30303
R3744,R2153,30303
R4070,R1176,30303
R2889,R2153,30303
R2889,R1321,30303
R3446,R2153,30303
R3446,R1321,30303
R1946,R4130,30303
R1946,R4114,30303
R1091,R2860,30303
R2894,R4130,30303
R2894,R4114,30303
R3154,R4114,30303
R3154,R4130,30303
R2048,R3392,30303
R2048,R1532,30303
R1422,R4114,30303
R3760,R4130,30303
R1500,R1334,30303
R3760,R4114,30303
R1500,R3945,30303
R1413,R1743,30303
R1413,R1176,30303
R2297,R1743,30303
R2297,R1176,30303
R4070,R1743,30303
R2316,R2752,30303
R2316,R3935,30303
R3441,R2153,30303
R3441,R1321,30303
R2677,R4130,30303
R2677,R4114,30303
R2828,R4130,30303
R2828,R4114,30303
R3732,R4130,30303
R3732,R4114,30303
R1238,R1321,30303
R3545,R2153,30303
R1092,R2428,30303
R1496,R3392,30303
R3892,R2752,30303
R2470,R4063,30303
R3574,R3715,30303
R2928,R3449,30303
R2928,R3595,30303
R3574,R4063,30303
R2428,R2739,30303
R2428,R4046,30303
R3740,R3449,30303
R3740,R3595,30303
R4345,R3449,30303
R4345,R3595,30303
R3749,R1825,30303
R3749,R3129,30303
R3880,R1825,30303
R3443,R3449,30303
R3443,R3595,30303
R3880,R3129,30303
R3892,R3935,30303
R2428,R1749,30303
R2552,R4063,30303
R2428,R2539,30303
R2921,R3195,30303
R2929,R3372,30303
R2929,R3403,30303
R2079,R3945,30303
R2079,R1334,30303
R2748,R1992,30303
R2748,R3195,30303
R4129,R4063,30303
R1738,R3715,30303
R3792,R4114,30303
R3792,R4130,30303
R1738,R4063,30303
R2470,R3715,30303
R2825,R1992,30303
R2825,R3195,30303
R2170,R4114,30303
R2170,R4130,30303
R2552,R3715,30303
R3509,R3715,30303
R3677,R4130,30303
R3179,R1419,30303
R1023,R3457,30303
R4375,R1321,30303
R2674,R2153,30303
R2674,R1321,30303
R4375,R2153,30303
R3389,R1321,30303
R3389,R2153,30303
R2558,R2428,30303
R2558,R3457,30303
R1519,R2428,30303
R2266,R3490,30303
R2266,R2547,30303
R1519,R3457,30303
R1258,R2752,30303
R1258,R3935,30303
R3545,R1321,30303
R3677,R4114,30303
R1023,R2428,30303
R1419,R3179,30303
R2268,R3195,30303
R2428,R2796,30303
R2268,R1992,30303
R1729,R3195,30303
R1729,R1992,30303
R3509,R4063,30303
R4118,R3715,30303
R2066,R3195,30303
R2066,R1992,30303
R4034,R3195,30303
R4034,R1992,30303
R1516,R3195,30303
R1516,R1992,30303
R4118,R4063,30303
R1077,R3715,30303
R1077,R4063,30303
R2428,R3623,30303
R2428,R1021,30303
R2890,R3403,30303
R1091,R4132,30303
R1496,R1532,30303
R1356,R1532,30303
R1299,R2153,30303
R1805,R2153,30303
R1805,R1321,30303
R1477,R2153,30303
R1477,R1321,30303
R3449,R1388,30303
R3449,R1553,30303
R3449,R2527,30303
R3449,R4310,30303
R3449,R1208,30303
R3449,R3349,30303
R3449,R1204,30303
R2705,R4063,30303
R3466,R4114,30303
R3449,R1058,30303
R3449,R2102,30303
R2705,R3715,30303
R3449,R2939,30303
R1299,R1321,30303
R1679,R1334,30303
R2584,R4114,30303
R1679,R3945,30303
R4343,R2153,30303
R1089,R3372,30303
R1089,R3403,30303
R1139,R4114,30303
R1139,R4130,30303
R2094,R4114,30303
R3449,R2231,30303
R2094,R4130,30303
R3449,R1505,30303
R1378,R3945,30303
R1378,R1334,30303
R4093,R3945,30303
R4093,R1334,30303
R4158,R3945,30303
R4158,R1334,30303
R3112,R3945,30303
R3112,R1334,30303
R3466,R4130,30303
R3449,R1155,30303
R2775,R2752,30303
R3349,R3449,30303
R3449,R1008,30303
R3502,R4114,30303
R3502,R4130,30303
R4220,R4114,30303
R4220,R4130,30303
R2981,R4130,30303
R2981,R4114,30303
R1208,R3595,30303
R1208,R3449,30303
R4310,R3595,30303
R3449,R2640,30303
R3449,R1655,30303
R1347,R4114,30303
R4310,R3449,30303
R1098,R3392,30303
R1098,R1532,30303
R1356,R3392,30303
R3449,R1474,30303
R3349,R3595,30303
R2911,R2264,30303
R3449,R3583,30303
R2911,R1993,30303
R1534,R1334,30303
R1534,R3945,30303
R1247,R1334,30303
R1247,R3945,30303
R1186,R1992,30303
R1186,R3195,30303
R1562,R1992,30303
R1612,R3715,30303
R2584,R4130,30303
R1562,R3195,30303
R3449,R3913,30303
R1612,R4063,30303
R3449,R1577,30303
R2542,R3715,30303
R2542,R4063,30303
R3449,R1464,30303
R4343,R1321,30303
R2573,R1992,30303
R2067,R3392,30303
R4101,R3715,30303
R1533,R1993,30303
R1533,R2264,30303
R3862,R2752,30303
R3862,R3935,30303
R2628,R2154,30303
R2771,R2752,30303
R2771,R3935,30303
R2571,R1993,30303
R2571,R2264,30303
R4173,R4130,30303
R4173,R4114,30303
R2436,R3372,30303
R1724,R4114,30303
R4080,R3591,30303
R2436,R3403,30303
R2446,R1176,30303
R2446,R1743,30303
R4101,R4063,30303
R3314,R4063,30303
R4087,R3403,30303
R3314,R3715,30303
R2067,R1532,30303
R2112,R3715,30303
R2112,R4063,30303
R2694,R3392,30303
R2694,R1532,30303
R2311,R3392,30303
R2311,R1532,30303
R4261,R3392,30303
R4261,R1532,30303
R1802,R3392,30303
R1802,R1532,30303
R1019,R3715,30303
R1019,R4063,30303
R3274,R3392,30303
R3274,R1532,30303
R3285,R3715,30303
R3285,R4063,30303
R4087,R3372,30303
R3458,R3392,30303
R2573,R3195,30303
R3846,R3935,30303
R3692,R1334,30303
R3305,R3195,30303
R3305,R1992,30303
R1146,R3195,30303
R1146,R1992,30303
R3229,R3195,30303
R3229,R1992,30303
R2100,R3195,30303
R2100,R1992,30303
R3846,R2752,30303
R2775,R3935,30303
R3537,R3195,30303
R3537,R1992,30303
R1369,R3195,30303
R1369,R1992,30303
R2611,R3195,30303
R2611,R1992,30303
R3692,R3945,30303
R1284,R2752,30303
R3458,R1532,30303
R1284,R3935,30303
R3492,R3392,30303
R3492,R1532,30303
R1173,R3392,30303
R1173,R1532,30303
R4307,R3392,30303
R4307,R1532,30303
R4053,R3935,30303
R4053,R2752,30303
R3568,R3392,30303
R3568,R1532,30303
R1724,R4130,30303
R1981,R3935,30303
R1981,R2752,30303
R1782,R1784,30303
R1782,R1061,30303
R2796,R2428,30303
R2796,R3457,30303
R4130,R1430,30303
R3124,R3595,30303
R1597,R3403,30303
R4114,R4095,30303
R2812,R3403,30303
R1561,R3372,30303
R1561,R3403,30303
R1688,R3372,30303
R1688,R3403,30303
R2022,R4130,30303
R2022,R4114,30303
R4114,R1172,30303
R2338,R3372,30303
R3358,R3449,30303
R2338,R3403,30303
R1234,R3372,30303
R1234,R3403,30303
R3791,R3372,30303
R3791,R3403,30303
R4114,R1571,30303
R4114,R1380,30303
R4114,R1241,30303
R2812,R3372,30303
R2925,R4114,30303
R2925,R4130,30303
R1219,R4114,30303
R4114,R2697,30303
R4114,R3983,30303
R4114,R2577,30303
R4114,R2366,30303
R4114,R2119,30303
R4114,R3203,30303
R1320,R4130,30303
R1320,R4114,30303
R4177,R4130,30303
R3418,R3241,30303
R4177,R4114,30303
R1609,R4130,30303
R3418,R2459,30303
R4114,R1224,30303
R1609,R4114,30303
R4114,R2718,30303
R1219,R4130,30303
R4114,R3251,30303
R4114,R3677,30303
R4114,R2170,30303
R4114,R1271,30303
R2955,R4114,30303
R1508,R1532,30303
R1508,R3392,30303
R3324,R1532,30303
R3324,R3392,30303
R4114,R2259,30303
R3891,R2693,30303
R3538,R1061,30303
R3538,R1784,30303
R4114,R3674,30303
R3281,R3372,30303
R3281,R3403,30303
R3870,R3254,30303
R3870,R3748,30303
R1901,R3457,30303
R1901,R2428,30303
R4114,R2710,30303
R2955,R4130,30303
R4114,R3103,30303
R4114,R3792,30303
R4114,R3794,30303
R2130,R3372,30303
R4114,R1794,30303
R1057,R3372,30303
R1057,R3403,30303
R2041,R4130,30303
R4114,R3701,30303
R2041,R4114,30303
R3832,R4130,30303
R3832,R4114,30303
R4114,R1319,30303
R2459,R3403,30303
R2459,R3418,30303
R4114,R1389,30303
R4114,R1492,30303
R4114,R1775,30303
R4114,R3544,30303
R4114,R4173,30303
R4114,R1653,30303
R1830,R1744,30303
R1830,R2555,30303
R1553,R3595,30303
R1553,R3449,30303
R3595,R2913,30303
R3595,R1130,30303
R3595,R1318,30303
R3595,R3807,30303
R3595,R3991,30303
R3595,R1645,30303
R1915,R3935,30303
R3595,R3790,30303
R3595,R2788,30303
R1915,R2752,30303
R3595,R2484,30303
R3595,R1148,30303
R1286,R3372,30303
R1286,R3403,30303
R3595,R4086,30303
R3595,R1943,30303
R1370,R4130,30303
R1370,R4114,30303
R3595,R3819,30303
R3595,R2017,30303
R1626,R4130,30303
R3595,R4353,30303
R3595,R3918,30303
R3595,R1862,30303
R3595,R4202,30303
R3595,R1761,30303
R3595,R1453,30303
R3595,R1680,30303
R3595,R3300,30303
R3595,R3106,30303
R3595,R2661,30303
R3595,R3243,30303
R3595,R1431,30303
R3595,R3535,30303
R3595,R1129,30303
R3595,R3895,30303
R3595,R2257,30303
R3595,R3959,30303
R3595,R3030,30303
R3595,R2231,30303
R3595,R2640,30303
R3595,R1474,30303
R3595,R3583,30303
R3595,R1464,30303
R3595,R1577,30303
R3595,R3913,30303
R3595,R1155,30303
R3595,R2939,30303
R3595,R2102,30303
R3595,R1058,30303
R3595,R1204,30303
R3595,R3349,30303
R3595,R1208,30303
R3595,R4310,30303
R3595,R2527,30303
R3595,R1553,30303
R3595,R1388,30303
R3595,R1505,30303
R3595,R1008,30303
R3008,R3392,30303
R3595,R2586,30303
R3008,R1532,30303
R1486,R1992,30303
R1486,R3195,30303
R1586,R3372,30303
R3595,R1651,30303
R3595,R3028,30303
R3595,R1692,30303
R1586,R3403,30303
R1388,R3595,30303
R3595,R2833,30303
R3595,R3156,30303
R3595,R2173,30303
R3595,R2598,30303
R3595,R2670,30303
R3595,R1096,30303
R1388,R3449,30303
R3595,R3614,30303
R3595,R1655,30303
R4114,R2505,30303
R1977,R4063,30303
R1977,R3715,30303
R2697,R4130,30303
R1653,R4130,30303
R4114,R3154,30303
R4114,R3760,30303
R4114,R3531,30303
R4114,R2010,30303
R4114,R4147,30303
R4114,R2134,30303
R1936,R3372,30303
R4114,R1527,30303
R1396,R2153,30303
R1396,R1321,30303
R4114,R2715,30303
R4114,R4342,30303
R4114,R2463,30303
R4114,R2966,30303
R4114,R1926,30303
R4114,R2953,30303
R1653,R4114,30303
R2697,R4114,30303
R4114,R3122,30303
R3983,R4130,30303
R2241,R3945,30303
R2241,R1334,30303
R2839,R3392,30303
R3681,R3392,30303
R3569,R3403,30303
R4114,R3466,30303
R4114,R2094,30303
R3569,R3372,30303
R1936,R3403,30303
R2366,R4114,30303
R2366,R4130,30303
R4114,R1139,30303
R4114,R1724,30303
R2577,R4114,30303
R2577,R4130,30303
R3681,R1532,30303
R3983,R4114,30303
R4114,R4328,30303
R4114,R1322,30303
R3597,R4063,30303
R3350,R1992,30303
R2012,R3341,30303
R4114,R1219,30303
R4114,R2925,30303
R4114,R2022,30303
R4114,R2041,30303
R4114,R3832,30303
R4114,R2955,30303
R2231,R3595,30303
R2231,R3449,30303
R3494,R4063,30303
R3494,R3715,30303
R1310,R4063,30303
R1310,R3715,30303
R1003,R3403,30303
R1003,R3372,30303
R2993,R3403,30303
R2993,R3372,30303
R1479,R1532,30303
R3350,R3195,30303
R4114,R2304,30303
R4140,R1992,30303
R1505,R3595,30303
R1505,R3449,30303
R4114,R2768,30303
R1479,R3392,30303
R1852,R2153,30303
R1852,R1321,30303
R2145,R2153,30303
R2145,R1321,30303
R4114,R2981,30303
R4114,R1320,30303
R4114,R4177,30303
R4114,R1609,30303
R1838,R3195,30303
R1838,R1992,30303
R2599,R3195,30303
R2599,R1992,30303
R4140,R3195,30303
R3597,R3715,30303
R4114,R2584,30303
R1642,R4063,30303
R3912,R3195,30303
R3737,R3945,30303
R3737,R1334,30303
R2069,R3945,30303
R2069,R1334,30303
R4114,R4003,30303
R4150,R4063,30303
R4150,R3715,30303
R3203,R4114,30303
R3203,R4130,30303
R2119,R4114,30303
R2119,R4130,30303
R4114,R2677,30303
R4114,R2828,30303
R4165,R3891,30303
R4165,R2555,30303
R4165,R1004,30303
R4165,R2726,30303
R4114,R2988,30303
R3912,R1992,30303
R1744,R1830,30303
R2693,R3891,30303
R1642,R3715,30303
R1704,R4063,30303
R1704,R3715,30303
R3891,R3773,30303
R1067,R4063,30303
R1067,R3715,30303
R2083,R4063,30303
R2083,R3715,30303
R3205,R4063,30303
R3205,R3715,30303
R3988,R4063,30303
R3988,R3715,30303
R1429,R3449,30303
R1429,R3595,30303
R1845,R3449,30303
R1845,R3595,30303
R3891,R4165,30303
R4114,R3732,30303
R1744,R3773,30303
R3143,R3935,30303
R2154,R2106,30303
R3856,R1532,30303
R3576,R1532,30303
R3576,R3392,30303
R4114,R1430,30303
R4114,R1347,30303
R1450,R4063,30303
R3471,R1743,30303
R3471,R1176,30303
R4191,R1743,30303
R4191,R1176,30303
R1063,R4063,30303
R1063,R3715,30303
R1450,R3715,30303
R2839,R1532,30303
R4114,R4220,30303
R4114,R3502,30303
R3143,R2752,30303
R3856,R3392,30303
R2012,R2057,30303
R4114,R1422,30303
R4279,R3490,30303
R4114,R1946,30303
R2154,R2628,30303
R2154,R4132,30303
R2161,R3403,30303
R2161,R3372,30303
R4114,R2894,30303
R1004,R4165,30303
R1004,R2726,30303
R4114,R1370,30303
R4114,R1626,30303
R2726,R4165,30303
R2726,R1004,30303
R1249,R4063,30303
R1249,R3715,30303
R2844,R4063,30303
R2844,R3715,30303
R4279,R2547,30303
R3595,R1877,30303
R3595,R3930,30303
R3595,R3284,30303
R3372,R1033,30303
R3372,R3186,30303
R3372,R2042,30303
R3372,R3768,30303
R3372,R2582,30303
R3372,R3550,30303
R3372,R3071,30303
R3372,R2249,30303
R3372,R3975,30303
R3372,R3841,30303
R3372,R2296,30303
R3372,R4076,30303
R3372,R1982,30303
R3372,R1489,30303
R3372,R2812,30303
R3372,R1561,30303
R3372,R1688,30303
R3372,R2338,30303
R3372,R3804,30303
R3372,R2867,30303
R3372,R3791,30303
R3372,R3141,30303
R3372,R3439,30303
R3372,R1912,30303
R3372,R3782,30303
R3372,R4348,30303
R3372,R2477,30303
R3372,R1999,30303
R3372,R3565,30303
R3372,R1451,30303
R3372,R4172,30303
R3372,R3224,30303
R3372,R2787,30303
R3372,R3148,30303
R3372,R1599,30303
R3372,R2592,30303
R3372,R3927,30303
R3372,R1572,30303
R3372,R1944,30303
R3372,R1234,30303
R3372,R2130,30303
R3372,R2343,30303
R3449,R3788,30303
R4130,R4328,30303
R3869,R3457,30303
R4130,R3122,30303
R4130,R1322,30303
R4130,R2304,30303
R3869,R2428,30303
R4130,R2768,30303
R3449,R3168,30303
R3449,R2764,30303
R3449,R3254,30303
R3449,R2928,30303
R3449,R3740,30303
R3995,R3715,30303
R4130,R2981,30303
R4130,R1320,30303
R4130,R4177,30303
R4331,R3490,30303
R4130,R2953,30303
R3449,R1407,30303
R3372,R1057,30303
R4130,R1926,30303
R3372,R3281,30303
R3449,R1877,30303
R4130,R4147,30303
R3449,R3930,30303
R4130,R2134,30303
R3014,R1334,30303
R4130,R1527,30303
R3014,R3945,30303
R3449,R3284,30303
R4130,R2715,30303
R4130,R4342,30303
R4130,R2463,30303
R3449,R2189,30303
R3449,R2977,30303
R4130,R2966,30303
R3449,R2404,30303
R3449,R2390,30303
R3372,R3921,30303
R3372,R1994,30303
R4130,R1219,30303
R3267,R3254,30303
R4130,R3154,30303
R3449,R1453,30303
R1382,R2153,30303
R1382,R1321,30303
R1774,R2153,30303
R1774,R1321,30303
R3449,R1761,30303
R3449,R4202,30303
R4048,R2153,30303
R4048,R1321,30303
R4130,R3760,30303
R4130,R3531,30303
R3682,R2153,30303
R3682,R1321,30303
R3449,R1862,30303
R3449,R3918,30303
R3449,R4353,30303
R3267,R3748,30303
R1224,R4130,30303
R2525,R1532,30303
R1224,R4114,30303
R3358,R3595,30303
R4130,R1347,30303
R4130,R4220,30303
R4162,R3449,30303
R4162,R3595,30303
R4130,R3502,30303
R2286,R3715,30303
R4130,R2584,30303
R4130,R3466,30303
R2286,R4063,30303
R4130,R2094,30303
R4130,R1139,30303
R4130,R1724,30303
R2718,R4114,30303
R2718,R4130,30303
R1013,R3457,30303
R1013,R2428,30303
R2525,R3392,30303
R4130,R2010,30303
R3372,R3322,30303
R3372,R2747,30303
R3372,R1597,30303
R3372,R2929,30303
R3372,R2452,30303
R3372,R3123,30303
R3372,R1869,30303
R3372,R2115,30303
R3372,R1308,30303
R3372,R1951,30303
R3372,R4354,30303
R3372,R2352,30303
R3372,R1104,30303
R3372,R1560,30303
R3372,R1840,30303
R3372,R2192,30303
R3372,R2466,30303
R3372,R1440,30303
R3372,R1337,30303
R3372,R4042,30303
R3372,R2040,30303
R3372,R1936,30303
R3372,R2005,30303
R3372,R3569,30303
R3372,R2161,30303
R3372,R1781,30303
R3372,R1305,30303
R3372,R2436,30303
R3372,R4087,30303
R3372,R1089,30303
R3372,R2890,30303
R3372,R3452,30303
R3372,R1286,30303
R3372,R1586,30303
R3372,R2993,30303
R3372,R1003,30303
R3372,R3825,30303
R3372,R2522,30303
R3372,R2164,30303
R3372,R2671,30303
